"~id,initials:String,title:String,department:String,location:String,~label"
"12267,J.R.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"12269,B.R.,Marketing Project Specialist,Marketing and Brand,Tempe,Employee"
"12270,D.N.,CDT Business Solutions (Representative),CDT Customer Outreach,Gilbert,Employee"
"12271,A.K.,Director CDT Marketing Operations,Customer Development Team,Austin (MSH - HQ),Employee"
"12282,J.N.,Spec - Customer Engagement (CDT),CDT GoDaddy Business Advisors,Gilbert,Employee"
"12284,M.E.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"12297,N.K.,Premier Services Gold,Premier Services - Gold,Tempe,Employee"
"12302,G.S.,Consultant - Productivity 1,Productivity,Hiawatha,Employee"
"12305,R.E.,Website Builder I,Website Creation,Scottsdale,Employee"
"12309,G.N.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"12324,K.D.,Website Specialist I,Website Creation,Scottsdale,Employee"
"12326,B.R.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"12327,K.H.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"12328,P.I.,VP - Product Marketing (Mgr),Products,Sunnyvale,Employee"
"12337,A.D.,Sr. Mgr - Marketing (Mgr),Global Market Operations,Scottsdale,Employee"
"12339,I.A.,Consultant - Hosting Support I,Partner Services,Gilbert,Employee"
"12350,T.N.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"12355,A.I.,Consultant - Hosting Support II,Hosting Support Sales,Gilbert,Employee"
"12356,M.E.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"12359,C.R.,Sup - C3,Hosting Support Management,Gilbert,Employee"
"12366,M.Z.,Customer Support Representative,C3 Support,Remote - AZ,Employee"
"12379,J.A.,Eng - System Telecom IV,Cloud Infrastructure and IT,Scottsdale,Employee"
"12391,B.G.,Mgr - Chargeback,Fraud,Tempe,Employee"
"12400,A.K.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"12404,H.G.,Sup - C3,Hosting Support Phones,Hiawatha,Employee"
"12457,D.S.,Manager Strategic Partner Management,Corporate,Hiawatha,Employee"
"12458,B.N.,Specialist - Sales & Retention,Professional Services,Tempe,Employee"
"1246,L.R.,Eng - Usability III,Customer Experience,Gilbert,Employee"
"12460,T.Y.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"12462,K.R.,AM Support I,Aftermarket,Tempe,Employee"
"12474,J.O.,Sup - C3,Customer Development Team,Tempe,Employee"
"12475,A.S.,Advisor - GoDaddy Business,CDT SEO Test Team,Tempe,Employee"
"12480,S.E.,Executive Assistant to the CEO,Corporate,Sunnyvale,Employee"
"12481,A.N.,Eng - Software Development IV,Products,Gilbert,Employee"
"12483,P.N.,Dir - Product Management,Global Platform,Kirkland,Employee"
"12496,J.R.,Sup - C3,CDT Business Development,Gilbert,Employee"
"12504,S.S.,Distinguished Architect,Technology Engineering,Sunnyvale,Employee"
"12507,S.S.,Spec - SEO IV,Global Market Operations,Scottsdale,Employee"
"12508,M.G.,Senior Program Manager GoDaddy Services,Products,Gilbert,Employee"
"12514,A.O.,Eng - Software Development IV,Cloud Infrastructure and IT,Tempe,Employee"
"12529,E.R.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"12533,N.G.,Consultant - Hosting Support Sales,Hosting Support Phones,Gilbert,Employee"
"12546,K.Y.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"12557,T.I.,Sr. Mgr - Product,Global Platform,Kirkland,Employee"
"12561,S.G.,Dir - Marketing (Mgr),Global Market Operations,Hiawatha,Employee"
"12562,K.A.,Eng - Software Development III,Cloud Infrastructure and IT,Tempe,Employee"
"12563,R.N.,Eng - Network IV,Cloud Infrastructure and IT,Remote - AZ,Employee"
"12575,N.D.,Solutions Engineer I,Hosting Support Managed,Tempe,Employee"
"12583,E.N.,Consultant - CDT Sales Support,Australia CDT,Gilbert,Employee"
"12616,N.I.,Manager - CDT Test Team,Global Market Operations,Gilbert,Employee"
"12622,D.S.,Analyst - Website Security Support I,Products,Remote - AZ,Employee"
"12627,A.N.,Eng - Security I,Cloud Infrastructure and IT,Remote - TN,Employee"
"12628,J.E.,Creative Specialist I,Website Creation,Scottsdale,Employee"
"12657,A.I.,Mgr - Recruiting,People Operations,Sunnyvale,Employee"
"12662,J.R.,Dir - Software Development,Global Platform,Kirkland,Employee"
"12673,L.D.,Analyst - HR II,Transformation,Gilbert,Employee"
"12678,H.S.,Consultant - Hosting Support I,Hosting Support Phones,Hiawatha,Employee"
"12679,N.L.,Consultant - C3 I,Productivity Premier,Hiawatha,Employee"
"12682,B.R.,Eng - Software Development III,Cloud Infrastructure and IT,Tempe,Employee"
"12684,S.H.,Website Specialist II,Website Creation,Scottsdale,Employee"
"12687,R.R.,Consultant - C3 I,Productivity,Hiawatha,Employee"
"1269,T.S.,Sup - SCS,Secure Certificate Services,Gilbert,Employee"
"12692,J.G.,Rep - Advanced Technical Support,Advanced Technical Support,Hiawatha,Employee"
"12693,A.L.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"12706,W.T.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"12713,Z.R.,Supervisor - Hosting Support,Technical Hosting Services,Gilbert,Employee"
"1272,A.L.,Rep - Incident Management,Advanced Technical Support - Non Chat,Tempe,Employee"
"12727,S.R.,Dir - Marketing,Corporate Development,Hiawatha,Employee"
"12728,T.N.,VP - Product Management,Global Platform,Kirkland,Employee"
"12729,P.R.,Designer - UX V,Global Platform,Kirkland,Employee"
"12731,M.L.,Consultant - CDT Sales Support,CDT Attach and Upgrade Test Team,Gilbert,Employee"
"12735,E.G.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"12737,S.D.,Consultant - Hosting Support I,Hosting Support Sales,Gilbert,Employee"
"12739,M.N.,Advisor - GoDaddy Business,CDT GoDaddy Business Advisors,Gilbert,Employee"
"12746,J.S.,Analyst - Website Security Support I,Security - Sucuri,Remote - AZ,Employee"
"12758,W.M.,Sr. Dir - Product Management,Global Platform,Sunnyvale,Employee"
"12760,T.I.,Lead - Marketing Ops Technology,Global Platform,Scottsdale,Employee"
"12763,J.S.,Sr. Mgr - Network Engineering,Cloud Infrastructure and IT,Tempe,Employee"
"12765,T.S.,Website Success Specialist II,Website Creation,Scottsdale,Employee"
"12780,S.R.,Recruiting Manager Customer Care,People Operations,Tempe,Employee"
"12788,T.R.,GM Productivity,Products,Sunnyvale,Employee"
"12803,S.Y.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"12819,P.R.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"12822,A.R.,Rep - Advanced Technical Support,Advanced Technical Support,Hiawatha,Employee"
"12833,K.T.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"12858,A.F.,Spec - Advanced Product (H),Advanced Technical Support - Non Chat,Hiawatha,Employee"
"12891,M.O.,Mgr - Technology Risk IV,Cloud Infrastructure and IT,Scottsdale,Employee"
"12893,N.T.,Sr. Mgr - Corporate Events,Corporate Communications,Tempe,Employee"
"12894,J.R.,Sr. Dir - Executive Admins,Global Market Operations,Scottsdale,Employee"
"12898,M.Y.,Chief People Officer,Corporate,Kirkland,Employee"
"12899,P.T.,Dir - Product Management (Mgr),Global Platform,Kirkland,Employee"
"12901,C.G.,Software Development Engineer V,Global Platform,Kirkland,Employee"
"12907,P.I.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"12910,R.S.,Aftermarket Sales,Aftermarket,Tempe,Employee"
"12926,N.Z.,Analyst - Website Security Support II,Security - Sucuri,Remote - AZ,Employee"
"12946,J.E.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"12947,K.R.,Prem Svcs II,Premier Services - Gold,Tempe,Employee"
"12949,M.A.,Consultant - CDT Sales Support,CDT Retention Test Team,Gilbert,Employee"
"12951,C.N.,Consultant - SalesSupport,Hosting Support Sales,Gilbert,Employee"
"12958,D.R.,Sr. Spec - Marketing,Marketing,Hiawatha,Employee"
"12959,S.L.,Eng - Network II,Cloud Infrastructure and IT,Gilbert,Employee"
"12963,B.T.,VP - Legal Affairs,Legal,Gilbert,Employee"
"12971,S.M.,Marketing Project Specialist,Marketing and Brand,Scottsdale,Employee"
"12979,M.H.,Consultant - Hosting Support II,Hosting Support Phones,Hiawatha,Employee"
"12985,J.D.,Consultant - C3 I,Productivity,Hiawatha,Employee"
"12987,M.R.,S-IC-03013 - Spec - Domain Srvcs III,Domain Services,Tempe,Employee"
"12991,B.R.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"13,R.R.,VP - Domains,Products,Hiawatha,Employee"
"13003,C.N.,LDP,Productivity Premier,Gilbert,Employee"
"13006,B.P.,Consultant - Hosting Support Web Pro,Hosting Support Sales,Gilbert,Employee"
"13008,J.S.,Consultant - Hosting Support I,Hosting Support Sales,Gilbert,Employee"
"13011,B.N.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"13021,J.E.,Consultant - SalesSupport,Hosting Support Sales,Hiawatha,Employee"
"13048,K.S.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"13060,A.O.,Specialist - Sales & Retention,Professional Services,Tempe,Employee"
"13067,J.R.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"13079,L.I.,SVP - Global Platforms Development,Global Platform,Sunnyvale,Employee"
"13080,M.L.,Sr. Dir - Marketing (Mgr),Marketing and Brand,Hiawatha,Employee"
"13101,J.N.,Senior Software Engineer,Global Platform,Scottsdale,Employee"
"13108,R.E.,Dir - Product Mgr,Products,Scottsdale,Employee"
"13112,J.T.,Consultant - OCEO I,Office of the CEO,Remote - AZ,Employee"
"13123,J.L.,Premier Services Gold,Premier Services - Gold,Tempe,Employee"
"13126,L.O.,Advisor - GoDaddy Business,CDT GoDaddy Business Advisors,Gilbert,Employee"
"13128,J.N.,Consultant - Hosting Support II,Technical Hosting Services,Gilbert,Employee"
"13138,M.T.,Analyst - Website Security Support I,Security - Sucuri,Remote - IA,Employee"
"13141,C.O.,Creative Specialist I,Website Creation,Scottsdale,Employee"
"13157,L.S.,Consultant - Hosting Support I,Technical Hosting Services,Gilbert,Employee"
"13161,J.A.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"13188,L.I.,Sr. Dir - Software Dev,Products,Sunnyvale,Employee"
"132,B.R.,Dir - Abuse,Legal,Scottsdale,Employee"
"13200,F.A.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"13229,M.S.,Sr. Dir - Software QA Management,Global Platform,Kirkland,Employee"
"13230,M.M.,Eng - Software Development IV,Products,Remote - Canada - ON,Employee"
"13250,J.L.,Eng - Software Development VII,Technology Engineering,Sunnyvale,Employee"
"13252,D.R.,Sr. Mgr - Product,Products,San Francisco,Employee"
"13255,A.H.,Sr. Mgr - Program Management (Mgr),Products,San Francisco,Employee"
"13276,M.D.,Temporary Recruiting Coordinator,People Operations,Tempe,Employee"
"13306,D.E.,Website Specialist II,Website Creation,Scottsdale,Employee"
"13311,K.N.,Sup - C3,C3 Support,Hiawatha,Employee"
"13314,E.W.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"13315,D.D.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"13326,C.S.,Learning Professional I,C3 New Hire Trainers,Gilbert,Employee"
"13344,S.S.,Sr. Dir - Product Management (Mgr),Customer Experience,Sunnyvale,Employee"
"13345,T.E.,Vice President of Product Management,Products,Sunnyvale,Employee"
"13346,C.L.,Chief Technology Officer,Corporate,Kirkland,Employee"
"13347,S.I.,VP Rest of EMEA,GoDaddy Brand EMEA,London (WeWork),Employee"
"13348,S.G.,Sr. Dir - Software QA Management,Global Platform,Kirkland,Employee"
"1336,M.Z.,Eng - System IV,Cloud Infrastructure and IT,Tempe,Employee"
"13366,R.O.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"13369,K.Z.,Director Global Brand Initiatives,Marketing and Brand,Kirkland,Employee"
"13370,K.N.,SVP - Chief Communications Officer,Corporate,Remote - CA,Employee"
"13381,B.N.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"1339,S.Y.,Eng - Software Development V,Technology Engineering,Kirkland,Employee"
"13397,A.U.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"13398,S.R.,CDT Business Solutions (Representative),CDT SEO Test Team,Gilbert,Employee"
"13407,L.N.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"13413,K.Y.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"13414,J.H.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"13427,M.I.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"1345,K.S.,Dir - Legal,Legal,Scottsdale,Employee"
"13457,C.N.,Sup - C3,Hosting Support Phones,Hiawatha,Employee"
"13462,S.R.,Sr. Dir - Software Dev,Customer Experience,Remote - OR (Portland),Employee"
"13463,D.A.,Analyst - BI II,Cloud Infrastructure and IT,Tempe,Employee"
"13478,L.O.,Consultant - SalesSupport,C3 Support,Remote - AZ,Employee"
"13479,C.E.,Sr. Spec - Marketing,Products,Gilbert,Employee"
"13487,W.O.,Eng - Software Development V,Global Platform,Kirkland,Employee"
"13490,I.N.,Eng - Software Development IV,Products,Sunnyvale,Employee"
"13492,J.N.,Eng - Software Development in Test IV,Global Platform,Kirkland,Employee"
"13495,R.S.,Care Center Rewards and Recognition Coordinator,C3 Management,Tempe,Employee"
"13506,C.Y.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"13509,G.D.,Consultant - SalesSupport,Billing,Hiawatha,Employee"
"13521,K.K.,Business Dev IV,Products,Remote - NC,Employee"
"13523,S.X.,Sr. Dir - Product Management (Mgr),Technology Engineering,Remote - NJ,Employee"
"13524,D.O.,Business Dev IV,Products,Cambridge,Employee"
"13526,B.N.,VP - Business Dev,Products,Cambridge,Employee"
"13528,S.O.,Eng - Software Development IV,Products,Cambridge,Employee"
"13532,B.R.,Mgr - Aftermarket Sales,Aftermarket,Cambridge,Employee"
"13533,R.N.,AM Sales III,Aftermarket,Cambridge,Employee"
"13534,T.L.,Sr. Mgr - AM Sales,Aftermarket,Cambridge,Employee"
"13535,D.N.,Sr. Dir - AM Sales,Aftermarket,Cambridge,Employee"
"13536,M.G.,Eng - Software Development III,Products,Cambridge,Employee"
"13537,G.N.,Sr. Dir - Software Development,Products,Kirkland,Employee"
"13538,R.O.,Eng - Software Development III,Products,Cambridge,Employee"
"13540,C.E.,Sr. Mgr - Software Development,Products,Cambridge,Employee"
"13541,M.A.,Eng - Software Development IV,Products,Cambridge,Employee"
"13542,S.U.,Eng - Software Development IV,Products,Cambridge,Employee"
"13543,L.L.,Eng - Software Development IV,Products,Cambridge,Employee"
"13549,E.N.,AM Sales II,Aftermarket,Cambridge,Employee"
"1355,C.S.,Consultant - OCEO II,Office of the CEO,Remote - AZ,Employee"
"13553,J.I.,Aftermarket Sales I,Aftermarket,Tempe,Employee"
"13558,D.O.,Learning Professional II,C3 New Hire Trainers,Gilbert,Employee"
"13582,J.N.,VP - eCommerce,Global Market Operations,Kirkland,Employee"
"13589,C.M.,Eng - Software Development V,Global Platform,Tempe,Employee"
"13591,G.G.,Mgr - Sr. Program,Global Platform,Kirkland,Employee"
"13592,A.Y.,Sr. Mgr - Software Development,Products,Cambridge,Employee"
"13596,B.N.,Eng - Software Development IV,Products,Remote - FL,Employee"
"13603,W.R.,Mgr - Sr. Program,Global Platform,Scottsdale,Employee"
"13606,A.R.,Prem Svcs II,Premier Services - Gold,Hiawatha,Employee"
"13610,B.N.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"13614,K.A.,Supervisor - Billing,Billing,Gilbert,Employee"
"13616,D.N.,LDP,Billing,Gilbert,Employee"
"13649,D.G.,Eng - Software Development VI,Products,Sunnyvale,Employee"
"13652,G.Z.,Accountant III,Accounting and Finance,Scottsdale,Employee"
"13656,J.E.,Sr. Mgr - Analytics,Accounting and Finance,Remote - TN,Employee"
"13672,G.Y.,Eng - Software Development V,Technology Engineering,Gilbert,Employee"
"13678,J.R.,Analyst - Website Security Support I,Security - Sucuri,Remote - IA,Employee"
"13682,R.E.,Consultant - SalesSupport,Billing,Hiawatha,Employee"
"13688,J.R.,Consultant - SalesSupport,Hosting Support Phones,Hiawatha,Employee"
"13690,R.S.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"13694,A.O.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"13698,V.Z.,Mgr - Customer Success,C3 Support,Remote - CA,Employee"
"13701,A.N.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"1371,N.E.,Operations Engineer II,Hosting Support Managed Services,Remote - MI,Employee"
"13713,R.R.,VP - International,Global Market Operations,Remote - Mexico,Employee"
"13714,S.N.,Solutions Engineer I,Hosting Support Managed,Tempe,Employee"
"13718,N.G.,Director of Business Analytics,Global Market Operations,Remote - NY (New York City),Employee"
"1377,S.R.,Eng - Software Development IV,Global Platform,Tempe,Employee"
"13770,L.K.,Dir - Marketing (Mgr),Products,Los Angeles (WeWork),Employee"
"13771,V.O.,HRBP III,People Operations,Los Angeles (WeWork),Employee"
"13777,Y.O.,Eng - Software Development V,Products,Sunnyvale,Employee"
"13818,J.Z.,Data Center Technician,Products,Remote - CA,Employee"
"13820,C.G.,Eng - Site Reliability II,Cloud Infrastructure and IT,Remote - CA,Employee"
"13821,P.L.,Eng - System I,Cloud Infrastructure and IT,Remote - KY,Employee"
"13825,M.N.,Eng - Site Reliability II,Cloud Infrastructure and IT,Remote - WA (Seattle),Employee"
"13826,J.I.,Eng - Site Reliability II,Products,Remote - CA,Employee"
"13827,K.K.,Eng - System II,Cloud Infrastructure and IT,Remote - CA,Employee"
"13829,V.A.,Eng - Site Reliability III,Cloud Infrastructure and IT,Remote - CA,Employee"
"13830,S.R.,Eng - System II,Cloud Infrastructure and IT,Remote - CA,Employee"
"13831,J.Z.,Eng - System III,Cloud Infrastructure and IT,Remote - CA,Employee"
"13834,K.S.,Consultant - OCEO I,Office of the CEO,Remote - AZ,Employee"
"13839,M.R.,Consultant - Hosting Support Sales,Hosting Support Sales,Gilbert,Employee"
"13842,C.D.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"13844,K.N.,Advanced Facilitation Learning Professional,C3 New Hire Trainers,Gilbert,Employee"
"13849,C.O.,Analyst - Website Security Support I,Products,Gilbert,Employee"
"13856,E.S.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"13861,J.N.,Consultant - Hosting Support Web Pro,Hosting Support Phones,Hiawatha,Employee"
"13864,W.E.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"13870,C.A.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"13896,C.F.,Mgr - Data Centers,Cloud Infrastructure and IT,Remote - TN,Employee"
"13902,J.E.,Dir - Software Development,Products,Los Angeles (WeWork),Employee"
"13904,D.E.,Eng - Site Reliability III,Products,Remote - CA,Employee"
"13905,J.S.,Mgr - Customer Support,C3 Support,Remote - CA,Employee"
"13907,E.E.,VP Customer Support,C3 Support,Remote - CA,Employee"
"13908,L.A.,CloudTech Manager,Hosting Support Managed Services,Remote - CA,Employee"
"13910,J.K.,Mgr - Software Development,Products,Remote - TX,Employee"
"13915,R.L.,Mgr - Software Development,Products,Remote - CA,Employee"
"13922,F.A.,CS Supervisor,C3 Support,Remote - FL,Employee"
"13927,A.N.,Operations Engineer II,Advanced Technical Support,Remote - CA,Employee"
"13929,W.Y.,CS Supervisor,C3 Support,Remote - CA,Employee"
"13930,W.O.,CS Supervisor,C3 Support,Remote - CA,Employee"
"13935,E.Z.,CS Team Lead,C3 Support,Remote - WA,Employee"
